Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail
209,1/1/23,13:23:54,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
210,1/1/23,13:24:29,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
211,1/1/23,13:30:49,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
212,1/1/23,13:32:07,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
213,1/1/23,13:32:34,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
214,1/1/23,13:34:12,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
215,1/1/23,13:38:09,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
216,1/1/23,13:38:11,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
217,1/1/23,13:39:41,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
218,1/1/23,13:40:47,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
219,1/1/23,13:41:09,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
220,1/1/23,13:42:10,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
221,1/1/23,13:42:49,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
222,1/1/23,13:42:58,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
222,1/1/23,13:42:58,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
223,1/1/23,13:43:18,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
223,1/1/23,13:43:18,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
224,1/1/23,13:43:41,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
225,1/1/23,13:44:26,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
226,1/1/23,13:47:51,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
227,1/1/23,13:49:03,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
228,1/1/23,13:50:09,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
229,1/1/23,13:50:47,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
230,1/1/23,13:51:56,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
231,1/1/23,13:53:04,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
232,1/1/23,13:53:31,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
233,1/1/23,13:54:18,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
234,1/1/23,13:55:04,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
235,1/1/23,13:55:50,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
236,1/1/23,13:56:15,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
237,1/1/23,13:56:24,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
238,1/1/23,13:57:34,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
238,1/1/23,13:57:34,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
239,1/1/23,13:58:10,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
240,1/1/23,13:58:11,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
241,1/1/23,13:59:58,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
242,1/1/23,14:03:34,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
242,1/1/23,14:03:34,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
243,1/1/23,14:03:41,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
244,1/1/23,14:07:12,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
245,1/1/23,14:07:56,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
246,1/1/23,14:08:03,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
246,1/1/23,14:08:03,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
247,1/1/23,14:11:14,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
248,1/1/23,14:13:28,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
249,1/1/23,14:19:57,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
250,1/1/23,14:20:06,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
251,1/1/23,14:20:08,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
252,1/1/23,14:22:01,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
253,1/1/23,14:22:38,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
254,1/1/23,14:23:28,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
254,1/1/23,14:23:28,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
255,1/1/23,14:24:55,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
255,1/1/23,14:24:55,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
256,1/1/23,14:25:32,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
257,1/1/23,14:25:39,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
258,1/1/23,14:26:36,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
259,1/1/23,14:29:05,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
260,1/1/23,14:29:50,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
260,1/1/23,14:29:50,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
261,1/1/23,14:30:51,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
262,1/1/23,14:30:58,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
263,1/1/23,14:31:26,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
264,1/1/23,14:32:20,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
265,1/1/23,14:32:42,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
266,1/1/23,14:32:54,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
267,1/1/23,14:35:47,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
268,1/1/23,14:36:23,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
269,1/1/23,14:36:35,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
270,1/1/23,14:37:48,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
271,1/1/23,14:39:06,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
272,1/1/23,14:39:48,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
273,1/1/23,14:42:39,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
274,1/1/23,14:43:13,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
275,1/1/23,14:45:31,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
276,1/1/23,14:46:09,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
277,1/1/23,14:47:29,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
277,1/1/23,14:47:29,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
278,1/1/23,14:49:49,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
279,1/1/23,14:51:19,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
280,1/1/23,14:55:34,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
281,1/1/23,14:58:07,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
282,1/1/23,14:58:35,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
283,1/1/23,15:02:04,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
284,1/1/23,15:02:28,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
285,1/1/23,15:06:27,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
286,1/1/23,15:08:28,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
287,1/1/23,15:09:37,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
288,1/1/23,15:09:54,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
289,1/1/23,15:10:10,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
289,1/1/23,15:10:10,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
290,1/1/23,15:12:22,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
291,1/1/23,15:12:54,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
292,1/1/23,15:14:19,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
293,1/1/23,15:16:37,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
294,1/1/23,15:18:56,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
295,1/1/23,15:19:34,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
296,1/1/23,15:21:05,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
297,1/1/23,15:22:11,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
298,1/1/23,15:24:01,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
299,1/1/23,15:25:09,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
300,1/1/23,15:27:11,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
301,1/1/23,15:28:29,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
302,1/1/23,15:28:54,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
303,1/1/23,15:29:24,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
303,1/1/23,15:29:24,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
304,1/1/23,15:30:16,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
305,1/1/23,15:30:27,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
306,1/1/23,15:30:58,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
306,1/1/23,15:30:58,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
307,1/1/23,15:33:36,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
307,1/1/23,15:33:36,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
308,1/1/23,15:34:10,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
308,1/1/23,15:34:10,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
309,1/1/23,15:36:59,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
310,1/1/23,15:39:44,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
311,1/1/23,15:42:20,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
312,1/1/23,15:45:16,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
313,1/1/23,15:46:34,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
314,1/1/23,15:51:15,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
315,1/1/23,15:52:23,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
315,1/1/23,15:52:23,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
316,1/1/23,15:53:55,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
317,1/1/23,15:55:45,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
318,1/1/23,15:55:50,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
319,1/1/23,15:58:55,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
320,1/1/23,16:00:23,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
321,1/1/23,16:02:07,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
322,1/1/23,16:03:30,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
323,1/1/23,16:03:54,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
324,1/1/23,16:04:10,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
325,1/1/23,16:06:04,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
326,1/1/23,16:07:20,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
327,1/1/23,16:08:59,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
328,1/1/23,16:10:37,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
329,1/1/23,16:12:00,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
330,1/1/23,16:17:06,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
331,1/1/23,16:17:52,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
332,1/1/23,16:19:00,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
333,1/1/23,16:19:17,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
334,1/1/23,16:19:26,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
335,1/1/23,16:20:07,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
336,1/1/23,16:22:07,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
337,1/1/23,16:22:38,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
338,1/1/23,16:25:28,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
339,1/1/23,16:27:42,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
340,1/1/23,16:28:00,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
341,1/1/23,16:28:57,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
342,1/1/23,16:29:36,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
343,1/1/23,16:30:12,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
344,1/1/23,16:33:35,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
345,1/1/23,16:35:11,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
346,1/1/23,16:39:24,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
347,1/1/23,16:39:27,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
348,1/1/23,16:40:18,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
349,1/1/23,16:40:19,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
350,1/1/23,16:41:51,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
351,1/1/23,16:43:33,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
352,1/1/23,16:44:46,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
353,1/1/23,16:47:05,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
353,1/1/23,16:47:05,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
354,1/1/23,16:48:31,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
355,1/1/23,16:49:19,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
355,1/1/23,16:49:19,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
356,1/1/23,16:49:38,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
357,1/1/23,16:52:13,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
358,1/1/23,16:52:51,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
359,1/1/23,16:56:48,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
360,1/1/23,16:58:42,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
360,1/1/23,16:58:42,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
361,1/1/23,17:01:03,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
362,1/1/23,17:01:31,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
363,1/1/23,17:03:21,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
364,1/1/23,17:05:44,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
365,1/1/23,17:09:18,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
366,1/1/23,17:10:34,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
367,1/1/23,17:10:35,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
368,1/1/23,17:11:58,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
369,1/1/23,17:13:17,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
370,1/1/23,17:16:17,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
371,1/1/23,17:17:19,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
372,1/1/23,17:17:22,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
373,1/1/23,17:18:36,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
374,1/1/23,17:19:08,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
374,1/1/23,17:19:08,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
375,1/1/23,17:19:11,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
376,1/1/23,17:19:28,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
377,1/1/23,17:19:49,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
377,1/1/23,17:19:49,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
378,1/1/23,17:20:02,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
378,1/1/23,17:20:02,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
379,1/1/23,17:22:36,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
380,1/1/23,17:23:03,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
381,1/1/23,17:23:04,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
382,1/1/23,17:25:45,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
383,1/1/23,17:26:15,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
383,1/1/23,17:26:15,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
384,1/1/23,17:28:42,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
384,1/1/23,17:28:42,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
385,1/1/23,17:29:25,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
385,1/1/23,17:29:25,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
386,1/1/23,17:34:47,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
387,1/1/23,17:35:26,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
387,1/1/23,17:35:26,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
388,1/1/23,17:37:26,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
389,1/1/23,17:40:50,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
390,1/1/23,17:41:55,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
390,1/1/23,17:41:55,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
391,1/1/23,17:43:49,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
392,1/1/23,17:44:28,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
392,1/1/23,17:44:28,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
393,1/1/23,17:44:48,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
394,1/1/23,17:45:21,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
395,1/1/23,17:46:21,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
395,1/1/23,17:46:21,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
396,1/1/23,17:49:04,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
397,1/1/23,17:50:19,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
398,1/1/23,17:50:30,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
399,1/1/23,17:51:06,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
400,1/1/23,17:54:11,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
401,1/1/23,17:56:46,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
402,1/1/23,17:58:01,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
403,1/1/23,17:59:44,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
403,1/1/23,17:59:44,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
404,1/1/23,18:01:08,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
405,1/1/23,18:02:00,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
406,1/1/23,18:02:21,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
407,1/1/23,18:03:13,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
407,1/1/23,18:03:13,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
408,1/1/23,18:04:34,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
409,1/1/23,18:06:52,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
409,1/1/23,18:06:52,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
410,1/1/23,18:07:13,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
411,1/1/23,18:08:53,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
412,1/1/23,18:12:37,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
413,1/1/23,18:13:32,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
414,1/1/23,18:13:41,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
415,1/1/23,18:14:28,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
416,1/1/23,18:17:09,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
417,1/1/23,18:18:10,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
418,1/1/23,18:19:45,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
418,1/1/23,18:19:45,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
419,1/1/23,18:21:22,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
420,1/1/23,18:22:12,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
